Unnamed: 0,previous_state,current_state
1870,"[[7, 6, 5], [4, 8, 2], [1, 3, 0]]","[[7, 6, 5], [4, 8, 0], [1, 3, 2]]"
1871,"[[7, 8, 5], [2, 6, 3], [4, 0, 1]]","[[7, 8, 5], [2, 6, 3], [4, 1, 0]]"
1872,"[[2, 0, 1], [4, 5, 7], [8, 6, 3]]","[[0, 2, 1], [4, 5, 7], [8, 6, 3]]"
1873,"[[4, 0, 3], [5, 7, 2], [8, 6, 1]]","[[0, 4, 3], [5, 7, 2], [8, 6, 1]]"
1874,"[[7, 5, 2], [0, 6, 1], [4, 8, 3]]","[[0, 5, 2], [7, 6, 1], [4, 8, 3]]"
1875,"[[2, 5, 3], [0, 7, 4], [8, 6, 1]]","[[0, 5, 3], [2, 7, 4], [8, 6, 1]]"
1876,"[[7, 0, 3], [4, 5, 6], [2, 8, 1]]","[[0, 7, 3], [4, 5, 6], [2, 8, 1]]"
1877,"[[1, 4, 2], [0, 5, 7], [8, 6, 3]]","[[1, 4, 2], [5, 0, 7], [8, 6, 3]]"
1878,"[[1, 4, 2], [0, 5, 7], [8, 6, 3]]","[[1, 4, 2], [8, 5, 7], [0, 6, 3]]"
1879,"[[1, 4, 5], [7, 2, 3], [8, 0, 6]]","[[1, 4, 5], [7, 2, 3], [0, 8, 6]]"
1880,"[[1, 5, 2], [7, 4, 0], [8, 6, 3]]","[[1, 5, 2], [7, 0, 4], [8, 6, 3]]"
1881,"[[2, 4, 3], [5, 0, 1], [8, 7, 6]]","[[2, 0, 3], [5, 4, 1], [8, 7, 6]]"
1882,"[[2, 5, 3], [7, 0, 1], [8, 4, 6]]","[[2, 0, 3], [7, 5, 1], [8, 4, 6]]"
1883,"[[2, 3, 5], [7, 0, 1], [4, 8, 6]]","[[2, 3, 5], [0, 7, 1], [4, 8, 6]]"
1884,"[[2, 3, 5], [7, 0, 1], [4, 8, 6]]","[[2, 3, 5], [7, 8, 1], [4, 0, 6]]"
1885,"[[2, 4, 3], [5, 0, 1], [8, 7, 6]]","[[2, 4, 3], [5, 1, 0], [8, 7, 6]]"
1886,"[[2, 4, 3], [8, 5, 1], [0, 7, 6]]","[[2, 4, 3], [8, 5, 1], [7, 0, 6]]"
1887,"[[2, 5, 3], [7, 0, 1], [8, 4, 6]]","[[2, 5, 3], [7, 1, 0], [8, 4, 6]]"
1888,"[[2, 5, 3], [0, 7, 4], [8, 6, 1]]","[[2, 5, 3], [8, 7, 4], [0, 6, 1]]"
1889,"[[3, 0, 2], [7, 4, 5], [8, 6, 1]]","[[3, 2, 0], [7, 4, 5], [8, 6, 1]]"
1890,"[[4, 3, 0], [8, 2, 7], [6, 1, 5]]","[[4, 0, 3], [8, 2, 7], [6, 1, 5]]"
1891,"[[4, 5, 3], [8, 0, 1], [7, 2, 6]]","[[4, 0, 3], [8, 5, 1], [7, 2, 6]]"
1892,"[[4, 0, 3], [5, 7, 2], [8, 6, 1]]","[[4, 3, 0], [5, 7, 2], [8, 6, 1]]"
1893,"[[4, 3, 1], [2, 0, 5], [8, 7, 6]]","[[4, 3, 1], [0, 2, 5], [8, 7, 6]]"
1894,"[[4, 3, 7], [8, 5, 1], [0, 6, 2]]","[[4, 3, 7], [0, 5, 1], [8, 6, 2]]"
1895,"[[4, 0, 5], [2, 7, 3], [1, 8, 6]]","[[4, 5, 0], [2, 7, 3], [1, 8, 6]]"
1896,"[[4, 5, 2], [6, 3, 0], [1, 7, 8]]","[[4, 5, 0], [6, 3, 2], [1, 7, 8]]"
1897,"[[4, 5, 2], [1, 3, 6], [8, 7, 0]]","[[4, 5, 2], [1, 3, 6], [8, 0, 7]]"
1898,"[[4, 5, 2], [6, 3, 0], [1, 7, 8]]","[[4, 5, 2], [6, 3, 8], [1, 7, 0]]"
1899,"[[4, 5, 2], [7, 0, 3], [1, 8, 6]]","[[4, 5, 2], [7, 3, 0], [1, 8, 6]]"
1900,"[[4, 5, 2], [7, 0, 3], [1, 8, 6]]","[[4, 5, 2], [7, 8, 3], [1, 0, 6]]"
1901,"[[4, 5, 3], [8, 0, 1], [7, 2, 6]]","[[4, 5, 3], [0, 8, 1], [7, 2, 6]]"
1902,"[[4, 5, 3], [7, 1, 6], [2, 8, 0]]","[[4, 5, 3], [7, 1, 6], [2, 0, 8]]"
1903,"[[4, 5, 3], [8, 0, 1], [7, 2, 6]]","[[4, 5, 3], [8, 1, 0], [7, 2, 6]]"
1904,"[[0, 5, 2], [4, 1, 3], [8, 7, 6]]","[[5, 0, 2], [4, 1, 3], [8, 7, 6]]"
1905,"[[0, 5, 2], [4, 7, 3], [1, 8, 6]]","[[5, 0, 2], [4, 7, 3], [1, 8, 6]]"
1906,"[[0, 5, 2], [7, 4, 6], [1, 8, 3]]","[[5, 0, 2], [7, 4, 6], [1, 8, 3]]"
1907,"[[5, 0, 2], [4, 6, 7], [1, 8, 3]]","[[5, 2, 0], [4, 6, 7], [1, 8, 3]]"
1908,"[[5, 3, 2], [7, 4, 0], [8, 6, 1]]","[[5, 3, 2], [7, 4, 1], [8, 6, 0]]"
1909,"[[5, 3, 0], [7, 6, 2], [4, 8, 1]]","[[5, 3, 2], [7, 6, 0], [4, 8, 1]]"
1910,"[[5, 4, 3], [7, 2, 0], [8, 6, 1]]","[[5, 4, 3], [7, 2, 1], [8, 6, 0]]"
1911,"[[5, 4, 3], [7, 6, 2], [8, 0, 1]]","[[5, 4, 3], [7, 6, 2], [0, 8, 1]]"
1912,"[[5, 4, 3], [7, 6, 2], [8, 0, 1]]","[[5, 4, 3], [7, 6, 2], [8, 1, 0]]"
1913,"[[5, 6, 3], [7, 0, 2], [4, 8, 1]]","[[5, 6, 3], [7, 2, 0], [4, 8, 1]]"
1914,"[[0, 4, 5], [6, 7, 8], [2, 1, 3]]","[[6, 4, 5], [0, 7, 8], [2, 1, 3]]"
1915,"[[6, 7, 5], [0, 2, 3], [4, 8, 1]]","[[6, 7, 5], [4, 2, 3], [0, 8, 1]]"
1916,"[[0, 8, 7], [6, 4, 5], [1, 2, 3]]","[[6, 8, 7], [0, 4, 5], [1, 2, 3]]"
1917,"[[7, 1, 5], [6, 2, 0], [4, 8, 3]]","[[7, 1, 0], [6, 2, 5], [4, 8, 3]]"
1918,"[[7, 1, 2], [4, 0, 5], [8, 3, 6]]","[[7, 1, 2], [4, 3, 5], [8, 0, 6]]"
1919,"[[7, 1, 2], [4, 0, 5], [8, 3, 6]]","[[7, 1, 2], [4, 5, 0], [8, 3, 6]]"
1920,"[[7, 1, 5], [6, 2, 0], [4, 8, 3]]","[[7, 1, 5], [6, 2, 3], [4, 8, 0]]"
1921,"[[7, 2, 1], [0, 4, 5], [8, 6, 3]]","[[7, 2, 1], [8, 4, 5], [0, 6, 3]]"
1922,"[[7, 2, 3], [4, 5, 0], [6, 8, 1]]","[[7, 2, 3], [4, 0, 5], [6, 8, 1]]"
1923,"[[7, 2, 0], [4, 5, 3], [8, 1, 6]]","[[7, 2, 3], [4, 5, 0], [8, 1, 6]]"
1924,"[[7, 2, 5], [8, 0, 6], [1, 4, 3]]","[[7, 2, 5], [0, 8, 6], [1, 4, 3]]"
1925,"[[7, 0, 3], [4, 5, 6], [2, 8, 1]]","[[7, 3, 0], [4, 5, 6], [2, 8, 1]]"
1926,"[[7, 5, 2], [1, 0, 3], [4, 8, 6]]","[[7, 5, 2], [1, 3, 0], [4, 8, 6]]"
1927,"[[7, 5, 2], [1, 4, 6], [0, 8, 3]]","[[7, 5, 2], [1, 4, 6], [8, 0, 3]]"
1928,"[[7, 5, 2], [1, 0, 3], [4, 8, 6]]","[[7, 5, 2], [1, 8, 3], [4, 0, 6]]"
1929,"[[7, 5, 3], [6, 2, 1], [4, 8, 0]]","[[7, 5, 3], [6, 2, 1], [4, 0, 8]]"
1930,"[[7, 5, 3], [8, 4, 6], [0, 1, 2]]","[[7, 5, 3], [8, 4, 6], [1, 0, 2]]"
1931,"[[7, 5, 6], [4, 0, 2], [8, 1, 3]]","[[7, 5, 6], [0, 4, 2], [8, 1, 3]]"
1932,"[[0, 8, 4], [7, 2, 5], [6, 1, 3]]","[[7, 8, 4], [0, 2, 5], [6, 1, 3]]"
1933,"[[8, 4, 0], [6, 5, 7], [1, 2, 3]]","[[8, 0, 4], [6, 5, 7], [1, 2, 3]]"
1934,"[[8, 2, 4], [7, 0, 5], [6, 1, 3]]","[[8, 2, 4], [0, 7, 5], [6, 1, 3]]"
1935,"[[8, 4, 7], [1, 6, 5], [0, 2, 3]]","[[8, 4, 7], [1, 6, 5], [2, 0, 3]]"
1936,"[[8, 4, 7], [6, 5, 3], [1, 2, 0]]","[[8, 4, 7], [6, 5, 3], [1, 0, 2]]"
1937,"[[8, 7, 0], [6, 4, 5], [1, 2, 3]]","[[8, 7, 5], [6, 4, 0], [1, 2, 3]]"
1938,"[[7, 3, 1], [0, 4, 5], [8, 2, 6]]","[[0, 3, 1], [7, 4, 5], [8, 2, 6]]"
1939,"[[2, 4, 5], [0, 8, 3], [6, 7, 1]]","[[0, 4, 5], [2, 8, 3], [6, 7, 1]]"
1940,"[[4, 5, 2], [0, 8, 1], [6, 3, 7]]","[[0, 5, 2], [4, 8, 1], [6, 3, 7]]"
1941,"[[2, 5, 3], [0, 7, 6], [4, 8, 1]]","[[0, 5, 3], [2, 7, 6], [4, 8, 1]]"
1942,"[[7, 0, 5], [2, 1, 3], [4, 8, 6]]","[[0, 7, 5], [2, 1, 3], [4, 8, 6]]"
1943,"[[2, 7, 5], [0, 4, 8], [6, 1, 3]]","[[0, 7, 5], [2, 4, 8], [6, 1, 3]]"
1944,"[[7, 0, 5], [2, 8, 3], [4, 6, 1]]","[[0, 7, 5], [2, 8, 3], [4, 6, 1]]"
1945,"[[1, 4, 7], [8, 2, 5], [0, 6, 3]]","[[1, 4, 7], [8, 2, 5], [6, 0, 3]]"
1946,"[[0, 2, 3], [5, 7, 1], [4, 8, 6]]","[[2, 0, 3], [5, 7, 1], [4, 8, 6]]"
1947,"[[0, 2, 5], [7, 8, 3], [6, 4, 1]]","[[2, 0, 5], [7, 8, 3], [6, 4, 1]]"
1948,"[[2, 4, 3], [8, 5, 7], [0, 6, 1]]","[[2, 4, 3], [8, 5, 7], [6, 0, 1]]"
1949,"[[2, 4, 5], [7, 3, 1], [0, 8, 6]]","[[2, 4, 5], [0, 3, 1], [7, 8, 6]]"
1950,"[[2, 4, 5], [0, 7, 1], [8, 3, 6]]","[[2, 4, 5], [8, 7, 1], [0, 3, 6]]"
1951,"[[2, 4, 5], [8, 7, 6], [0, 1, 3]]","[[2, 4, 5], [8, 7, 6], [1, 0, 3]]"
1952,"[[2, 5, 3], [7, 6, 1], [4, 0, 8]]","[[2, 5, 3], [7, 0, 1], [4, 6, 8]]"
1953,"[[2, 5, 3], [7, 6, 1], [4, 0, 8]]","[[2, 5, 3], [7, 6, 1], [0, 4, 8]]"
1954,"[[2, 5, 3], [7, 8, 6], [4, 0, 1]]","[[2, 5, 3], [7, 8, 6], [0, 4, 1]]"
1955,"[[2, 5, 7], [4, 0, 3], [8, 6, 1]]","[[2, 5, 7], [4, 6, 3], [8, 0, 1]]"
1956,"[[2, 8, 7], [4, 1, 0], [6, 3, 5]]","[[2, 8, 0], [4, 1, 7], [6, 3, 5]]"
1957,"[[2, 8, 7], [6, 4, 5], [1, 0, 3]]","[[2, 8, 7], [6, 0, 5], [1, 4, 3]]"
1958,"[[2, 8, 7], [6, 4, 5], [1, 0, 3]]","[[2, 8, 7], [6, 4, 5], [1, 3, 0]]"
1959,"[[4, 7, 5], [8, 0, 6], [1, 2, 3]]","[[4, 0, 5], [8, 7, 6], [1, 2, 3]]"
1960,"[[4, 0, 2], [8, 5, 1], [6, 3, 7]]","[[4, 2, 0], [8, 5, 1], [6, 3, 7]]"
1961,"[[4, 2, 7], [5, 6, 3], [0, 8, 1]]","[[4, 2, 7], [0, 6, 3], [5, 8, 1]]"
1962,"[[4, 2, 7], [5, 6, 3], [8, 1, 0]]","[[4, 2, 7], [5, 6, 0], [8, 1, 3]]"
1963,"[[4, 0, 5], [8, 3, 2], [6, 7, 1]]","[[4, 3, 5], [8, 0, 2], [6, 7, 1]]"
1964,"[[4, 5, 2], [0, 8, 1], [6, 3, 7]]","[[4, 5, 2], [6, 8, 1], [0, 3, 7]]"
1965,"[[4, 7, 3], [8, 2, 0], [6, 5, 1]]","[[4, 7, 3], [8, 0, 2], [6, 5, 1]]"
1966,"[[4, 7, 5], [8, 0, 6], [1, 2, 3]]","[[4, 7, 5], [0, 8, 6], [1, 2, 3]]"
1967,"[[4, 7, 5], [3, 8, 1], [2, 0, 6]]","[[4, 7, 5], [3, 8, 1], [0, 2, 6]]"
1968,"[[5, 1, 2], [4, 0, 7], [8, 6, 3]]","[[5, 1, 2], [4, 6, 7], [8, 0, 3]]"
1969,"[[5, 1, 2], [4, 0, 7], [8, 6, 3]]","[[5, 1, 2], [4, 7, 0], [8, 6, 3]]"
1970,"[[5, 2, 3], [4, 1, 0], [8, 7, 6]]","[[5, 2, 3], [4, 1, 6], [8, 7, 0]]"
1971,"[[5, 8, 2], [4, 7, 0], [6, 1, 3]]","[[5, 8, 0], [4, 7, 2], [6, 1, 3]]"
1972,"[[5, 8, 3], [4, 7, 0], [6, 2, 1]]","[[5, 8, 0], [4, 7, 3], [6, 2, 1]]"
1973,"[[5, 8, 2], [4, 1, 7], [6, 0, 3]]","[[5, 8, 2], [4, 1, 7], [6, 3, 0]]"
1974,"[[6, 5, 0], [7, 4, 2], [1, 8, 3]]","[[6, 5, 2], [7, 4, 0], [1, 8, 3]]"
1975,"[[7, 5, 3], [1, 0, 6], [4, 8, 2]]","[[7, 0, 3], [1, 5, 6], [4, 8, 2]]"
1976,"[[7, 5, 3], [2, 0, 8], [4, 6, 1]]","[[7, 0, 3], [2, 5, 8], [4, 6, 1]]"
1977,"[[7, 5, 0], [4, 3, 2], [6, 8, 1]]","[[7, 0, 5], [4, 3, 2], [6, 8, 1]]"
1978,"[[7, 2, 5], [8, 0, 4], [6, 1, 3]]","[[7, 2, 5], [0, 8, 4], [6, 1, 3]]"
1979,"[[7, 2, 5], [8, 0, 4], [6, 1, 3]]","[[7, 2, 5], [8, 1, 4], [6, 0, 3]]"
1980,"[[7, 2, 6], [4, 5, 0], [1, 8, 3]]","[[7, 2, 6], [4, 5, 3], [1, 8, 0]]"
1981,"[[7, 5, 2], [8, 0, 3], [4, 6, 1]]","[[7, 5, 2], [8, 3, 0], [4, 6, 1]]"
1982,"[[7, 5, 3], [2, 0, 8], [4, 6, 1]]","[[7, 5, 3], [2, 6, 8], [4, 0, 1]]"
1983,"[[7, 8, 5], [2, 6, 3], [4, 0, 1]]","[[7, 8, 5], [2, 6, 3], [0, 4, 1]]"
1984,"[[8, 4, 2], [6, 5, 7], [1, 0, 3]]","[[8, 4, 2], [6, 0, 7], [1, 5, 3]]"
1985,"[[8, 4, 2], [6, 5, 7], [1, 0, 3]]","[[8, 4, 2], [6, 5, 7], [1, 3, 0]]"
1986,"[[2, 1, 7], [0, 6, 5], [4, 8, 3]]","[[0, 1, 7], [2, 6, 5], [4, 8, 3]]"
1987,"[[4, 2, 7], [0, 5, 3], [6, 1, 8]]","[[0, 2, 7], [4, 5, 3], [6, 1, 8]]"
1988,"[[1, 4, 5], [0, 6, 2], [7, 8, 3]]","[[0, 4, 5], [1, 6, 2], [7, 8, 3]]"
1989,"[[4, 0, 5], [2, 7, 3], [1, 8, 6]]","[[0, 4, 5], [2, 7, 3], [1, 8, 6]]"
1990,"[[4, 5, 2], [0, 6, 3], [7, 8, 1]]","[[0, 5, 2], [4, 6, 3], [7, 8, 1]]"
1991,"[[4, 5, 3], [0, 6, 1], [7, 8, 2]]","[[0, 5, 3], [4, 6, 1], [7, 8, 2]]"
1992,"[[7, 5, 3], [0, 4, 6], [2, 8, 1]]","[[0, 5, 3], [7, 4, 6], [2, 8, 1]]"
1993,"[[0, 1, 7], [4, 8, 5], [6, 3, 2]]","[[1, 0, 7], [4, 8, 5], [6, 3, 2]]"
1994,"[[1, 4, 5], [0, 6, 2], [7, 8, 3]]","[[1, 4, 5], [6, 0, 2], [7, 8, 3]]"
1995,"[[1, 4, 5], [0, 7, 3], [8, 2, 6]]","[[1, 4, 5], [7, 0, 3], [8, 2, 6]]"
1996,"[[1, 5, 0], [7, 6, 2], [4, 8, 3]]","[[1, 5, 2], [7, 6, 0], [4, 8, 3]]"
1997,"[[2, 6, 0], [7, 3, 5], [4, 8, 1]]","[[2, 0, 6], [7, 3, 5], [4, 8, 1]]"
1998,"[[2, 1, 7], [0, 6, 5], [4, 8, 3]]","[[2, 1, 7], [6, 0, 5], [4, 8, 3]]"
1999,"[[2, 4, 3], [5, 0, 1], [8, 7, 6]]","[[2, 4, 3], [5, 7, 1], [8, 0, 6]]"
2000,"[[2, 0, 1], [4, 5, 7], [8, 6, 3]]","[[2, 5, 1], [4, 0, 7], [8, 6, 3]]"
2001,"[[2, 5, 3], [7, 0, 1], [8, 4, 6]]","[[2, 5, 3], [0, 7, 1], [8, 4, 6]]"
2002,"[[2, 6, 7], [0, 4, 5], [1, 8, 3]]","[[2, 6, 7], [1, 4, 5], [0, 8, 3]]"
2003,"[[3, 0, 2], [7, 4, 5], [8, 6, 1]]","[[3, 4, 2], [7, 0, 5], [8, 6, 1]]"
2004,"[[3, 7, 0], [4, 8, 5], [6, 2, 1]]","[[3, 7, 5], [4, 8, 0], [6, 2, 1]]"
2005,"[[4, 3, 1], [2, 0, 5], [8, 7, 6]]","[[4, 0, 1], [2, 3, 5], [8, 7, 6]]"
2006,"[[0, 4, 5], [8, 6, 3], [2, 7, 1]]","[[4, 0, 5], [8, 6, 3], [2, 7, 1]]"
2007,"[[4, 2, 7], [5, 0, 3], [1, 8, 6]]","[[4, 0, 7], [5, 2, 3], [1, 8, 6]]"
2008,"[[4, 1, 5], [2, 0, 3], [8, 7, 6]]","[[4, 1, 5], [0, 2, 3], [8, 7, 6]]"
2009,"[[4, 1, 7], [8, 3, 5], [0, 6, 2]]","[[4, 1, 7], [0, 3, 5], [8, 6, 2]]"
2010,"[[4, 1, 7], [8, 5, 2], [6, 3, 0]]","[[4, 1, 7], [8, 5, 2], [6, 0, 3]]"
2011,"[[4, 2, 7], [6, 3, 0], [1, 5, 8]]","[[4, 2, 0], [6, 3, 7], [1, 5, 8]]"
2012,"[[4, 0, 2], [6, 5, 3], [7, 8, 1]]","[[4, 2, 0], [6, 5, 3], [7, 8, 1]]"
2013,"[[4, 2, 0], [6, 5, 3], [1, 7, 8]]","[[4, 2, 3], [6, 5, 0], [1, 7, 8]]"
2014,"[[4, 2, 3], [7, 5, 0], [8, 6, 1]]","[[4, 2, 3], [7, 5, 1], [8, 6, 0]]"
2015,"[[4, 2, 7], [1, 3, 6], [8, 0, 5]]","[[4, 2, 7], [1, 3, 6], [0, 8, 5]]"
2016,"[[4, 2, 7], [5, 0, 3], [1, 8, 6]]","[[4, 2, 7], [5, 3, 0], [1, 8, 6]]"
2017,"[[4, 2, 7], [5, 0, 3], [1, 8, 6]]","[[4, 2, 7], [5, 8, 3], [1, 0, 6]]"
2018,"[[4, 3, 1], [2, 0, 5], [8, 7, 6]]","[[4, 3, 1], [2, 7, 5], [8, 0, 6]]"
2019,"[[4, 3, 0], [7, 5, 1], [2, 8, 6]]","[[4, 3, 1], [7, 5, 0], [2, 8, 6]]"
2020,"[[4, 3, 7], [6, 8, 5], [2, 1, 0]]","[[4, 3, 7], [6, 8, 0], [2, 1, 5]]"
2021,"[[4, 5, 0], [3, 7, 1], [8, 6, 2]]","[[4, 5, 1], [3, 7, 0], [8, 6, 2]]"
2022,"[[4, 5, 2], [1, 6, 0], [8, 3, 7]]","[[4, 5, 2], [1, 0, 6], [8, 3, 7]]"
2023,"[[4, 5, 2], [1, 6, 3], [0, 7, 8]]","[[4, 5, 2], [1, 6, 3], [7, 0, 8]]"
2024,"[[4, 5, 2], [8, 1, 3], [0, 7, 6]]","[[4, 5, 2], [8, 1, 3], [7, 0, 6]]"
2025,"[[4, 5, 3], [6, 1, 0], [7, 8, 2]]","[[4, 5, 3], [6, 1, 2], [7, 8, 0]]"
2026,"[[4, 5, 3], [7, 1, 2], [8, 0, 6]]","[[4, 5, 3], [7, 1, 2], [0, 8, 6]]"
2027,"[[4, 5, 3], [8, 2, 1], [7, 6, 0]]","[[4, 5, 3], [8, 2, 0], [7, 6, 1]]"
2028,"[[4, 0, 7], [6, 2, 3], [1, 5, 8]]","[[4, 7, 0], [6, 2, 3], [1, 5, 8]]"
2029,"[[4, 7, 3], [8, 5, 2], [6, 0, 1]]","[[4, 7, 3], [8, 5, 2], [6, 1, 0]]"
2030,"[[4, 7, 5], [3, 1, 2], [8, 6, 0]]","[[4, 7, 5], [3, 1, 2], [8, 0, 6]]"
2031,"[[5, 3, 2], [7, 4, 0], [8, 6, 1]]","[[5, 3, 2], [7, 0, 4], [8, 6, 1]]"
2032,"[[5, 4, 3], [7, 2, 0], [8, 6, 1]]","[[5, 4, 0], [7, 2, 3], [8, 6, 1]]"
2033,"[[5, 0, 2], [4, 6, 7], [1, 8, 3]]","[[5, 6, 2], [4, 0, 7], [1, 8, 3]]"
2034,"[[5, 6, 3], [7, 0, 2], [4, 8, 1]]","[[5, 6, 3], [0, 7, 2], [4, 8, 1]]"
2035,"[[5, 6, 3], [7, 0, 2], [4, 8, 1]]","[[5, 6, 3], [7, 8, 2], [4, 0, 1]]"
2036,"[[6, 4, 2], [0, 5, 7], [1, 8, 3]]","[[6, 4, 2], [1, 5, 7], [0, 8, 3]]"
2037,"[[6, 7, 5], [0, 2, 3], [4, 8, 1]]","[[6, 7, 5], [2, 0, 3], [4, 8, 1]]"
2038,"[[7, 2, 0], [3, 1, 5], [4, 8, 6]]","[[7, 0, 2], [3, 1, 5], [4, 8, 6]]"
2039,"[[7, 5, 2], [4, 0, 3], [1, 6, 8]]","[[7, 0, 2], [4, 5, 3], [1, 6, 8]]"
2040,"[[7, 2, 5], [8, 0, 6], [1, 4, 3]]","[[7, 0, 5], [8, 2, 6], [1, 4, 3]]"
2041,"[[7, 1, 2], [4, 0, 5], [8, 3, 6]]","[[7, 1, 2], [0, 4, 5], [8, 3, 6]]"
2042,"[[7, 2, 1], [4, 5, 3], [8, 6, 0]]","[[7, 2, 1], [4, 5, 3], [8, 0, 6]]"
2043,"[[7, 2, 5], [3, 1, 6], [4, 8, 0]]","[[7, 2, 5], [3, 1, 6], [4, 0, 8]]"
2044,"[[7, 2, 5], [8, 4, 6], [1, 3, 0]]","[[7, 2, 5], [8, 4, 0], [1, 3, 6]]"
2045,"[[7, 2, 5], [8, 0, 6], [1, 4, 3]]","[[7, 2, 5], [8, 6, 0], [1, 4, 3]]"
2046,"[[7, 3, 2], [4, 0, 6], [8, 1, 5]]","[[7, 3, 2], [4, 1, 6], [8, 0, 5]]"
2047,"[[7, 3, 0], [6, 5, 2], [4, 8, 1]]","[[7, 3, 2], [6, 5, 0], [4, 8, 1]]"
2048,"[[7, 5, 2], [0, 6, 1], [4, 8, 3]]","[[7, 5, 2], [6, 0, 1], [4, 8, 3]]"
2049,"[[7, 5, 3], [0, 4, 6], [2, 8, 1]]","[[7, 5, 3], [2, 4, 6], [0, 8, 1]]"
2050,"[[7, 5, 3], [4, 1, 2], [6, 0, 8]]","[[7, 5, 3], [4, 1, 2], [0, 6, 8]]"
2051,"[[7, 5, 0], [4, 2, 3], [1, 8, 6]]","[[7, 5, 3], [4, 2, 0], [1, 8, 6]]"
2052,"[[7, 5, 3], [4, 6, 1], [2, 0, 8]]","[[7, 5, 3], [4, 6, 1], [0, 2, 8]]"
2053,"[[7, 5, 3], [4, 8, 6], [2, 0, 1]]","[[7, 5, 3], [4, 8, 6], [0, 2, 1]]"
2054,"[[7, 5, 3], [4, 8, 6], [2, 0, 1]]","[[7, 5, 3], [4, 8, 6], [2, 1, 0]]"
2055,"[[7, 6, 2], [4, 1, 5], [8, 3, 0]]","[[7, 6, 2], [4, 1, 0], [8, 3, 5]]"
2056,"[[7, 6, 5], [4, 2, 3], [1, 0, 8]]","[[7, 6, 5], [4, 0, 3], [1, 2, 8]]"
2057,"[[7, 6, 5], [4, 2, 3], [1, 0, 8]]","[[7, 6, 5], [4, 2, 3], [0, 1, 8]]"
2058,"[[0, 4, 7], [8, 2, 1], [6, 3, 5]]","[[8, 4, 7], [0, 2, 1], [6, 3, 5]]"
2059,"[[8, 4, 7], [6, 3, 5], [2, 0, 1]]","[[8, 4, 7], [6, 3, 5], [2, 1, 0]]"
2060,"[[8, 5, 0], [6, 4, 3], [2, 7, 1]]","[[8, 5, 3], [6, 4, 0], [2, 7, 1]]"
2061,"[[4, 1, 2], [0, 8, 7], [6, 3, 5]]","[[0, 1, 2], [4, 8, 7], [6, 3, 5]]"
2062,"[[7, 3, 2], [0, 5, 1], [4, 8, 6]]","[[0, 3, 2], [7, 5, 1], [4, 8, 6]]"
2063,"[[4, 0, 2], [8, 5, 1], [6, 3, 7]]","[[0, 4, 2], [8, 5, 1], [6, 3, 7]]"
2064,"[[4, 0, 5], [8, 3, 2], [6, 7, 1]]","[[0, 4, 5], [8, 3, 2], [6, 7, 1]]"
2065,"[[7, 0, 1], [4, 3, 5], [8, 2, 6]]","[[0, 7, 1], [4, 3, 5], [8, 2, 6]]"
2066,"[[5, 8, 2], [0, 4, 7], [6, 1, 3]]","[[0, 8, 2], [5, 4, 7], [6, 1, 3]]"
2067,"[[5, 8, 3], [0, 4, 7], [6, 2, 1]]","[[0, 8, 3], [5, 4, 7], [6, 2, 1]]"
2068,"[[7, 8, 5], [0, 6, 2], [1, 4, 3]]","[[0, 8, 5], [7, 6, 2], [1, 4, 3]]"
2069,"[[2, 4, 5], [8, 3, 0], [6, 7, 1]]","[[2, 4, 0], [8, 3, 5], [6, 7, 1]]"
2070,"[[2, 4, 5], [8, 7, 0], [6, 1, 3]]","[[2, 4, 0], [8, 7, 5], [6, 1, 3]]"
2071,"[[2, 4, 5], [8, 3, 0], [6, 7, 1]]","[[2, 4, 5], [8, 3, 1], [6, 7, 0]]"
2072,"[[2, 5, 3], [0, 4, 1], [7, 8, 6]]","[[2, 5, 3], [4, 0, 1], [7, 8, 6]]"
2073,"[[2, 5, 7], [4, 0, 3], [8, 6, 1]]","[[2, 5, 7], [0, 4, 3], [8, 6, 1]]"
2074,"[[2, 5, 7], [4, 0, 3], [8, 6, 1]]","[[2, 5, 7], [4, 3, 0], [8, 6, 1]]"
2075,"[[2, 8, 7], [4, 1, 0], [6, 3, 5]]","[[2, 8, 7], [4, 0, 1], [6, 3, 5]]"
2076,"[[4, 5, 3], [6, 0, 1], [2, 7, 8]]","[[4, 0, 3], [6, 5, 1], [2, 7, 8]]"
2077,"[[4, 1, 2], [0, 8, 7], [6, 3, 5]]","[[4, 1, 2], [6, 8, 7], [0, 3, 5]]"
2078,"[[4, 1, 2], [8, 3, 7], [6, 0, 5]]","[[4, 1, 2], [8, 3, 7], [0, 6, 5]]"
2079,"[[4, 1, 2], [8, 3, 7], [6, 0, 5]]","[[4, 1, 2], [8, 3, 7], [6, 5, 0]]"
2080,"[[4, 1, 2], [8, 7, 0], [6, 3, 5]]","[[4, 1, 2], [8, 7, 5], [6, 3, 0]]"
2081,"[[4, 2, 3], [1, 5, 6], [8, 7, 0]]","[[4, 2, 3], [1, 5, 6], [8, 0, 7]]"
2082,"[[4, 3, 1], [8, 5, 2], [6, 7, 0]]","[[4, 3, 1], [8, 5, 2], [6, 0, 7]]"
2083,"[[4, 0, 2], [8, 3, 7], [6, 5, 1]]","[[4, 3, 2], [8, 0, 7], [6, 5, 1]]"
2084,"[[4, 5, 3], [6, 0, 1], [2, 7, 8]]","[[4, 5, 3], [0, 6, 1], [2, 7, 8]]"
